"description","label"
"người đàn ông đang sử dụng máy tạo độ ẩm không khí","0"
"cảnh quay một người đang chèo thuyền kayak trên sông","0"
"cận cảnh một chiếc máy tính bỏ túi","0"
"người mẫu đang tạo dáng với một chiếc khăn lụa","0"
"cảnh quay một người đang học cách làm sushi","0"
"cận cảnh một con tem được dán lên phong bì","0"
"người dùng đang tra cứu từ điển trực tuyến","0"
"cảnh quay một người đang chơi bi-a (billiards)","0"
"cô gái đang đặt thức ăn cho thú cưng vào bát","0"
"quảng cáo dịch vụ xóa sạch lịch sử tín dụng xấu","1"
"video quảng cáo game với cảnh nhân vật 'thả thính' tục tĩu","1"
"sử dụng hình ảnh giả mạo 'phim người lớn' để lôi kéo nhấp chuột","1"
"cảnh quay một người bị đánh đập dã man (quá mức bạo lực)","1"
"quảng cáo thuốc giúp thay đổi giới tính (không được kiểm chứng y tế)","1"
"video cố tình sử dụng âm thanh (ví dụ: chuông báo cháy) lặp đi lặp lại","1"
"cảnh quay cận mặt một người đang nôn ra máu","1"
"quảng cáo dịch vụ 'mua bán nội tạng'","1"
"video mô phỏng một vụ tai nạn máy bay gây thương vong lớn","1"
"cảnh quay người mẫu mặc đồ lót trẻ em nhưng tạo dáng khiêu dâm","1"
"quảng cáo máy dò kim loại tìm được vàng ngay lập tức (giả mạo)","1"
"hình ảnh một người đang bóp cổ người khác đến chết","1"
"video sử dụng hình ảnh súng đạn thật để đe dọa người xem","1"
"quảng cáo ứng dụng 'hack' tài khoản ngân hàng","1"
"cảnh quay một người đang hút thuốc lá trong phòng kín","1"
"video cố tình làm giả thông báo hệ thống (system alert) để lừa nhấp","1"
"quảng cáo một loại 'chất lỏng' giúp tóc mọc chỉ sau 1 đêm","1"
"cận cảnh một người đang bóp nát một con vật nhỏ","1"
"video sử dụng hình ảnh bệnh nhân ung thư giai đoạn cuối để bán sản phẩm","1"
"quảng cáo một dịch vụ 'xâm nhập' mạng Wi-Fi của người khác","1"
"cảnh quay người mẫu cố tình hở rốn và vùng bụng dưới","1"
"video mô phỏng một cuộc truy đuổi cảnh sát bạo lực","1"
"quảng cáo bài thuốc bí truyền chữa vô sinh","1"
"cận cảnh một người đang tự đâm vào tay mình","1"
"video sử dụng hình ảnh bạo lực gia đình (đánh vợ/chồng/con)","1"
"quảng cáo một loại 'viên uống' giúp trẻ cao lớn phi thường","1"
"cảnh quay người đang cố gắng bóc lột sức lao động của người già","1"
"cận cảnh một chiếc máy bay không người lái (drone) đang sạc pin","0"
"người mẫu đang đeo kính áp tròng","0"
"cảnh quay một người đang thử nghiệm pin năng lượng mặt trời","0"
"người dùng đang đặt phòng khách sạn qua ứng dụng du lịch","0"
"cận cảnh một chiếc máy ảnh lấy liền (instant camera)","0"
"cô gái đang gọt vỏ một loại trái cây nhiệt đới","0"
"cảnh quay một người đang kiểm tra bảng mạch điện tử","0"
"người đàn ông đang dùng máy đo huyết áp tại nhà","0"
"cận cảnh một chiếc hộp đựng trang sức","0"
"người mẫu đang đội mũ len (beanie)","0"
"cảnh quay một người đang tô màu trên gốm sứ","0"
"cận cảnh một chiếc máy ép tóc (duỗi tóc)","0"
"người dùng đang thiết lập chế độ 'Không làm phiền' trên điện thoại","0"
"cảnh quay một người đang đi xe đạp leo núi (mountain biking)","0"
"cô gái đang trộn bột làm bánh pancake","0"
"cận cảnh một chiếc bút máy (fountain pen)","0"
"người đàn ông đang lắp đặt hệ thống đèn chiếu sáng ngoài trời","0"
"cảnh quay một người đang tham gia lớp học nấu ăn","0"
"cận cảnh một chiếc khóa cửa điện tử (smart lock)","0"
"người mẫu đang tạo dáng với một chiếc áo sơ mi denim","0"
"cảnh quay một người đang chơi trò chơi ném phi tiêu (darts)","0"
"cận cảnh một chiếc đồng hồ đeo tay cơ (automatic watch)","0"
"người dùng đang thay đổi nhạc chuông điện thoại","0"
"cảnh quay một người đang chơi cầu lông","0"
"cô gái đang làm sữa chua tại nhà","0"
"cận cảnh một chiếc máy bay mô hình đang bay","0"
"người đàn ông đang kiểm tra chất lượng nước bằng thiết bị","0"
"cảnh quay một người đang nhảy zumba","0"
"cận cảnh một chiếc ống nhòm","0"
"người mẫu đang mặc một chiếc áo khoác da (leather jacket)","0"
"cảnh quay một người đang học cách làm vườn trên sân thượng","0"
"cận cảnh một chiếc máy chiếu hình ảnh ra tường","0"
"người dùng đang sử dụng ứng dụng để học thi bằng lái xe","0"
"cảnh quay một người đang chơi khúc côn cầu trên băng","0"
"cô gái đang chuẩn bị một ly nước ép rau củ","0"
"cận cảnh một chiếc máy tính bảng được đặt trên giá đỡ","0"
"người đàn ông đang dùng cọ vẽ để vẽ tranh tường (mural)","0"
"cảnh quay một người đang thực hiện động tác nâng tạ nặng","0"
"cận cảnh một chiếc đèn pin siêu sáng","0"
"người mẫu đang tạo dáng với một chiếc ô tô cổ","0"
"cảnh quay một người đang tham gia buổi tiệc ngoài trời (garden party)","0"
"quảng cáo dịch vụ xóa sạch mọi dấu vết trực tuyến","1"
"video quảng cáo game với cảnh 'cướp bóc' cửa hàng một cách bạo lực","1"
"sử dụng hình ảnh giả mạo một người bị thương nặng để quảng cáo thuốc","1"
"cảnh quay một người bị xịt hơi cay hoặc chất lỏng độc hại vào mặt","1"
"quảng cáo một ứng dụng 'máy quét' kiểm tra đồ thật/giả (giả mạo)","1"
"video cố tình lồng tiếng (dubbing) tục tĩu vào quảng cáo","1"
"cảnh quay cận cảnh người đang cố nhổ một chiếc răng","1"
"quảng cáo dịch vụ 'mua bằng tốt nghiệp' đại học","1"
"video mô phỏng một vụ tử hình hoặc treo cổ","1"
"quảng cáo một viên thuốc giúp tóc đen trở lại sau 1 lần uống","1"
"hình ảnh một người đang dùng dao rạch tay hoặc cơ thể (tự hại)","1"
"video sử dụng hình ảnh phân biệt chủng tộc với người da màu","1"
"quảng cáo ứng dụng cá cược (betting) dành cho trẻ vị thành niên","1"
"cảnh quay người đang bị trói chân tay","1"
"video cố tình làm giả thông báo 'Tin nhắn mới' để lừa nhấp","1"
"quảng cáo một loại 'chất tẩy rửa' giúp làm sạch vết máu ngay lập tức","1"
"cận cảnh một người đang cắn móng tay chảy máu","1"
"video sử dụng hình ảnh phòng cấp cứu (emergency room) để quảng cáo","1"
"quảng cáo một dịch vụ 'xâm nhập' vào máy tính của người khác","1"
"cảnh quay người mẫu cố tình hở eo và vùng ngực (crop top)","1"
"quảng cáo thảo dược chữa HIV/AIDS","1"
"cận cảnh một người đang tiêm thuốc vào tĩnh mạch","1"
"video sử dụng hình ảnh bạo lực đối với người già","1"
"quảng cáo một ứng dụng tàng hình giúp tránh bị theo dõi","1"
"cận cảnh một người đang quét thẻ lên một thiết bị đọc","0"
"người mẫu đang tạo dáng với một bó hoa tươi","0"
"cảnh quay một người đang dùng máy tính bảng để học vẽ","0"
"người dùng đang đóng gói một hộp quà","0"
"cận cảnh một chiếc ấm đun nước siêu tốc","0"
"cô gái đang chăm sóc cây cảnh trong nhà","0"
"cảnh quay một người đang thử nghiệm xe ô tô tự lái (autonomous driving)","0"
"người đàn ông đang dùng máy hàn để hàn kim loại","0"
"cận cảnh một chiếc máy ảnh film (analog camera)","0"
"người mẫu đang đeo tai nghe over-ear","0"
"cảnh quay một người đang chơi trò chơi xếp khối (Jenga)","0"
"cận cảnh một chiếc cốc sứ với họa tiết","0"
"người dùng đang kiểm tra chất lượng không khí bằng máy đo","0"
"cảnh quay một người đang nhảy hip-hop","0"
"cô gái đang nướng bánh quy trong lò","0"
"cận cảnh một người đang dùng máy ép trái cây thủ công","0"
"người đàn ông đang thử một bộ đồ bơi (swimsuit)","0"
"cảnh quay một người đang tập thể dục với dây kháng lực đàn hồi","0"
"cận cảnh một chiếc loa thông minh","0"
"người mẫu đang tạo dáng với một chiếc mũ rộng vành","0"
"cảnh quay một người đang tham gia một cuộc họp nhóm ảo (virtual team meeting)","0"
"cận cảnh một người đang gõ cửa (doorbell)","0"
"người dùng đang kiểm tra tin tức trên một ứng dụng báo chí","0"
"cảnh quay một người đang chơi trò chơi điện tử cầm tay (handheld console)","0"
"cô gái đang sắp xếp kệ sách theo màu sắc","0"
"cận cảnh một chiếc quạt điện thông minh","0"
"người đàn ông đang thử một chiếc áo phông in hình","0"
"cảnh quay một người đang tham gia một lớp học nhảy salsa","0"
"cận cảnh một người đang dùng máy khuếch tán tinh dầu","0"
"người mẫu đang mặc một chiếc áo len cổ lọ","0"
"cảnh quay một người đang học cách tạo podcast","0"
"cận cảnh một chiếc máy chiếu phim mini (pico projector)","0"
"người dùng đang kiểm tra lịch trình giao hàng trên ứng dụng","0"
"cảnh quay một người đang chơi bowling","0"
"cô gái đang thử một chiếc đầm dạ hội","0"
"cận cảnh một người đang dùng máy rửa mặt điện","0"
"người đàn ông đang lắp ráp một chiếc bàn gỗ","0"
"cảnh quay một người đang chạy trên máy chạy bộ","0"
"cận cảnh một chiếc máy hút ẩm","0"
"người mẫu đang tạo dáng với một chiếc khăn choàng cổ","0"
"cảnh quay một người đang học cách viết thư pháp","0"
"quảng cáo dịch vụ xóa sạch hồ sơ tội phạm","1"
"video quảng cáo game với cảnh nhân vật nữ bị 'lột xác' thành gợi dục","1"
"sử dụng hình ảnh giả mạo 'cảnh báo virus nguy hiểm' để cài đặt app","1"
"cảnh quay một người bị vật nhọn đâm vào tay (máu me)","1"
"quảng cáo một loại 'thuốc' giúp cơ bắp cuồn cuộn sau 1 tuần","1"
"video cố tình lồng ghép tiếng la hét của trẻ con (gây khó chịu)","1"
"quảng cáo dịch vụ 'giải mã' bí ẩn về cái chết (gây sợ hãi)","1"
"video mô phỏng một vụ khủng bố ở nơi công cộng","1"
"cảnh quay người mẫu mặc đồ lót phụ nữ quá hở hang","1"
"quảng cáo một thiết bị giúp nhìn thấy ma (giả mạo)","1"
"video sử dụng hình ảnh phân biệt đối xử với người khuyết tật","1"
"quảng cáo ứng dụng 'bói toán' đòi hỏi thông tin cá nhân nhạy cảm","1"
"cảnh quay một người bị tát hoặc đánh vào mặt","1"
"video cố tình làm giả giao diện của ngân hàng để lừa đăng nhập","1"
"quảng cáo một loại 'dược phẩm' giúp ngủ 1 phút là đủ","1"
"cận cảnh một người đang nhai kẹo cao su và tạo tiếng động lớn","1"
"video sử dụng hình ảnh phòng khám phá thai để quảng cáo dịch vụ khác","1"
"quảng cáo một dịch vụ 'tăng điểm' thi cử","1"
"cảnh quay người mẫu cố tình tập trung vào xương quai xanh (gợi cảm)","1"
"video mô phỏng một cuộc chiến đẫm máu thời trung cổ","1"
"quảng cáo chất bổ sung giúp tăng trưởng hormone không kiểm chứng","1"
"cận cảnh một người đang cắt móng chân quá sát","1"
"video sử dụng hình ảnh bạo lực đối với cộng đồng thiểu số","1"
"quảng cáo một ứng dụng 'cho vay nóng' với lãi suất cắt cổ","1"
"cận cảnh một người đang dùng máy in màu","0"
"người mẫu đang đeo găng tay và lái xe mô tô","0"
"cảnh quay một người đang dùng máy scan 3D","0"
"người dùng đang đặt vé xem phim trực tuyến","0"
"cận cảnh một chiếc đồng hồ điện tử đa chức năng","0"
"cô gái đang nướng thịt ngoài trời (BBQ)","0"
"cảnh quay một người đang kiểm tra áp suất nước bằng đồng hồ đo","0"
"người đàn ông đang dùng ứng dụng bản đồ để xem tình trạng giao thông","0"
"cận cảnh một chiếc máy ảnh dưới nước","0"
"người mẫu đang tạo dáng với một chiếc ô tô điện","0"
"cảnh quay một người đang học cách chơi trống (drum set)","0"
"cận cảnh một chiếc cốc giữ nhiệt (tumbler)","0"
"người dùng đang thiết lập một tài khoản ngân hàng số","0"
